BRAND,DNLA,SKU_NO,OVERVIEW,OVERVIEW2,OVERVIEW_RAW,OVERVIEW2_RAW,OVERVIEW_NOTE
Impact,N,633253,"This Impact Interview Green Screen Kit has everything you need for creative color key photography or videography. 
Impact Qualite 300 focusing floodlights (2x) offer a variable beam angle of 21 to 40&deg; and come complete with barndoors. The included 33&quot; translucent umbrellas may be used in bounce or shoot-through mode to soften the light, their shafts slipping into convenient receptacles in the light's mount. Once inserted, umbrellas with 7 or 8mm (standard size) shafts are locked into place by tightening the fixture's tilting knob. 
The Impact Multiboom stand is a useful support capable of holding a reflector as well as providing hair light or back light, while the inclusion of 2 additional stands ensure a variety of potential setups. 
A collapsible 5 x 7' Chroma Green Background folds to approximately 1/3 its open size to fit in its own zippered slip case. to top it off, the kit includes Westcott's Photo Creator Kit. The main component in this kit is the software that automatically extracts the green background to enable the substitution of your choice of alternate digital background. The software comes with a library of 720 digital backgrounds designed to appeal to a broad spectrum of ages and interests. Simply drop in a distant locale or landmark that places your subject far from where you took the photo.",,"This <strong>Impact Interview Green Screen Kit</strong> has everything you need for creative color key&nbsp;photography or videography.</p><p>&nbsp;</p>
<p>Impact Qualite 300 focusing floodlights (2x)&nbsp;offer a variable beam angle of&nbsp;21 to 40&deg; and come complete with barndoors.&nbsp;The included&nbsp;33&quot; translucent umbrellas&nbsp;may be used in bounce or shoot-through mode to soften the light,&nbsp;their shafts slipping into convenient receptacles in the light's mount.&nbsp;Once inserted, umbrellas with&nbsp;7 or 8mm (standard size)&nbsp;shafts are locked into place by tightening the fixture's tilting knob.&nbsp;&nbsp;</p>
<p>The Impact Multiboom stand is a useful support capable of holding a reflector as well as providing hair light or back light, while the inclusion of 2 additional stands ensure a variety of&nbsp;potential setups.&nbsp;</p>
<p>A&nbsp;collapsible 5&nbsp;x 7'&nbsp;Chroma Green&nbsp;Background folds to approximately 1/3 its open size to fit in its own zippered slip case. to top it off, the kit includes Westcott's Photo Creator Kit. The main component in this kit is the software that automatically extracts the green background to enable the substitution of your choice of alternate digital background. The software comes with a library of 720 digital backgrounds designed to appeal to a broad spectrum of ages and interests. Simply drop in a distant locale or landmark that places your subject far from where you took the photo.",,
Impact,N,638598,"The Impact 5-Lamp Fluorescent Cool Light Diffusion Kit gives you great flexibility at an excellent price: 2 daylight-balanced fluorescent light heads (variable across 3 f-stops), 2 light stands, and 2 diffusers to soften the light. Each light head holds 5 lamps (for a total of 150 watts), and each lamp can be turned on/off separately to increase or decrease the overall light output. An 18.5&quot; reflector provides wide, even coverage, and an included internal diffusion panel can be used to further soften the light. A fabric diffusion sock that fits over the front of the light is included for further light diffusion, with a 1/2-stop loss of light.",,"The <strong>Impact 5-Lamp Fluorescent Cool Light Diffusion Kit </strong>gives you great flexibility at an excellent price: 2 daylight-balanced&nbsp;fluorescent light heads&nbsp;(variable across 3 f-stops), 2 light stands, and&nbsp;2 diffusers to soften the light. Each light head holds 5 lamps (for a total of 150 watts), and each lamp can be turned on/off separately to increase or decrease the overall light output.&nbsp;An 18.5&quot; reflector provides wide, even coverage, and an included internal diffusion panel can be used to further soften the light. A fabric diffusion sock that fits over the front of the light&nbsp;is included for further light diffusion, with a 1/2-stop loss of light.",,
Impact,N,638599,"Two lights, 2 stands, 2 softboxes. The Impact Qualite 300 Focusing Flood 2 Light Soft Kit has the basics you need for a wide range of photo assignments in the studio or on location. Start with two Qualite 300 focusing floodlights - each head gives you 300 watts of even light, with a beam from 21&deg; to 40&deg; and a cool-touch handle for aiming the light. The aluminum light stands feature air cushioning, so if you forget to tighten a section, it will slooowly come down, giving you time to save your equipment from damage. Each included Impact Luxbanx Duo Softbox is 16 x 22 x 13&quot; (41 x 56 x 33 cm) and has a silver interior for a softening effect that will still produce specular highlights on reflective surfaces. The kit also includes the two necessary speed rings with which to attach the softboxes to the light head.",,"Two lights, 2 stands, 2 softboxes. The <strong>Impact Qualite 300 Focusing Flood 2 Light Soft Kit</strong> has the basics you need for a wide range of photo assignments in the studio or on location. Start with two Qualite 300 focusing floodlights - each head gives you 300 watts of even light, with a beam from 21&deg; to 40&deg; and a cool-touch handle for aiming the light. The aluminum light stands feature air cushioning, so if you forget to tighten a section, it will <em>slooowly </em>come down, giving you time to save your equipment from damage.&nbsp;Each included Impact Luxbanx Duo Softbox&nbsp;is 16 x 22 x 13&quot; (41 x 56 x 33 cm) and has a&nbsp;silver interior for a softening effect that will still produce specular highlights on reflective surfaces. The kit also includes the two necessary speed rings with which to attach the softboxes to the light head.",,
Impact,N,640402,"How many kinds of photo assignments can you can handle with an outfit like the Impact Three Light Portrait Boom Kit (120VAC)? You'd be surprised. It's got 2 VS-LCD 400w/s digital monolights, one Impact EX100A 100w/s monolight, a versatile stand that can be used as a boom or hold a reflector, two white umbrellas, two 10' light stands, a radio slave transmitter and receiver, and a kit bag to hold everything. Light output can be varied in 1/10-stop stages over a 4-stop range with the VS-LCD, accessible through the digital readout. The 100W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts Bowens monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. The EX100A monolight kit adds an additional 100w/s of light and included 24x24&quot; softbox.The white umbrellas soften and broaden the light. The Impact aluminum light stands extend to 10' in 4 sections, with sure-twist section locks. If you forget to tighten a section with your light mounted, the light comes down slowly, thanks to the air-cushioning. And the light stands will accept casters, which makes positioning the lights a snap. The convertible boom arm/light stand can be used as a 13' light stand, a boom for a small light, or to hold a reflector up to 60&quot; in diameter. The radio slave transmitter and receiver let's you trigger the strobes without being connected to a sync cord. And you can pack it all into the included kit bag.",,"How many kinds of photo assignments can&nbsp;you can handle with an&nbsp;outfit&nbsp;like the <strong>Impact Three Light Portrait Boom Kit (120VAC)?</strong> You'd be surprised. It's got&nbsp;2 VS-LCD&nbsp;400w/s digital monolights,&nbsp;one Impact EX100A 100w/s monolight,&nbsp;a versatile stand that can be used as a boom or hold a reflector, two white umbrellas, two 10' light stands, a radio slave transmitter and receiver,&nbsp;and&nbsp;a kit bag to hold everything.</p><p>&nbsp;</p></p><p>Light output can be varied in 1/10-stop stages over a 4-stop range with the VS-LCD, accessible through the digital readout. The 100W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts Bowens monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. The EX100A monolight kit&nbsp;adds an additional 100w/s of light and included 24x24&quot; softbox.</p><p>The white umbrellas&nbsp;soften and&nbsp;broaden the light.&nbsp;The Impact aluminum light stands extend to 10' in 4 sections, with sure-twist section locks. If you forget to tighten&nbsp;a section with your light mounted, the light comes down <em>slowly</em>, thanks to the air-cushioning.&nbsp;And the light stands will&nbsp;accept casters, which makes positioning the lights a snap.&nbsp;The convertible boom arm/light stand can be used as a 13' light stand, a boom for a small light, or to hold a reflector up to 60&quot; in diameter. The radio slave transmitter and receiver let's you trigger the strobes without being connected to a sync cord. And you can pack it all into the included kit bag.",,
Impact,N,640408,"How many kinds of photo assignments can you can handle with a compact outfit like the Impact VS-LCD 2 400W/s Digital Monolight Softbox Kit You'd be surprised. It's got 2 VS-LCD 400w/s digital monolights--800w/s of power in an easily transportable package, two 10' light stands, two 26x26&quot; softboxes, and a kit bag to hold everything.Light output in the monolights can be varied in 1/10-stop stages over a 4-stop range, accessible through the digital readout. The 100W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts Bowens monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. In addition, this kit also includes the Impact PowerTrigger 16 Channel AC Transmitter and Receiver System. Sixteen channels offer more than ample avoidance of local radio interference, and total freedom from dragging around a sync cord. Sixteen channels also provide the opportunity to assign different groupings of lights their own channel, to be triggered by switching the channel in the transmitter that mounts on a camera's hot shoe. The two 26x26&quot; Impact softboxes with silver interiors will diffuse the light with less loss of light than white interiors, with a more spectral light quality compared to larger softboxes, and faster fall-off from highlight to shadow areas. Included are also the two required speedrings. The Impact aluminum light stands extend to 10' in 4 sections, with sure-twist section locks. If you forget to tighten a section with your light mounted, the light comes down slowly, thanks to the air-cushioning. And the light stands will accept casters, which makes positioning the lights a snap. The Impact Light Kit Bag is a soft, padded nylon case which easily accommodates the entire kit. It has overlapping carrying handles and an included shoulder strap.",,"How many kinds of photo assignments can&nbsp;you can handle with a compact outfit&nbsp;like the <strong>Impact VS-LCD 2 400W/s Digital Monolight Softbox Kit</strong> You'd be surprised. It's got 2 VS-LCD&nbsp;400w/s digital monolights--800w/s of power in an easily transportable package,&nbsp;two 10' light stands,&nbsp;two 26x26&quot; softboxes, and a kit bag to hold everything.</p><p>Light output in the monolights&nbsp;can be varied in 1/10-stop stages over a 4-stop range, accessible through the digital readout. The 100W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts Bowens monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. In addition, this kit also includes the Impact PowerTrigger 16 Channel AC Transmitter and Receiver System. Sixteen channels offer more than ample avoidance of local radio interference, and total freedom from dragging around a sync cord. Sixteen channels also provide the opportunity to assign different groupings of lights their own channel, to be triggered by switching the channel in the transmitter that mounts on a camera's hot shoe. </p><p>The&nbsp;two&nbsp;26x26&quot; Impact softboxes with silver interiors will&nbsp;diffuse the&nbsp;light with less loss of light than white interiors, with a more spectral light quality compared to larger softboxes, and faster fall-off from highlight to shadow areas. Included are also the two required speedrings.&nbsp;The Impact aluminum light stands extend to 10' in 4 sections, with sure-twist section locks. If you forget to tighten&nbsp;a section with your light mounted, the light comes down <em>slowly</em>, thanks to the air-cushioning.&nbsp;And the light stands will&nbsp;accept casters, which makes positioning the lights a snap.&nbsp;The Impact Light Kit Bag is a soft, padded nylon case&nbsp;which easily accommodates the entire kit.&nbsp;It has overlapping carrying handles and an included shoulder strap.",,
Impact,N,640424,"How many kinds of photo assignments can you can handle with a compact outfit like the Impact VS-LCD400 400W Digital Monolight 1-Light Kit? You'd be surprised. It's got a VS-LCD 400w/s digital monolight--400w/s of power in an easily transportable package--one light stand and one white translucent umbrella. Light output can be varied in 1/10-stop stages over a 4-stop range, accessible through the digital readout. The 150W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts S-type monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. The white umbrella softens and broadens the light. An air cushioned light stand provides protection from impact damage while adjusting its height. And the light stands will accept casters, which makes positioning the lights a snap.",,"How many kinds of photo assignments can you can handle with a compact outfit like the <b>Impact VS-LCD400 400W Digital Monolight 1-Light Kit</b>? You'd be surprised. It's got&nbsp;a VS-LCD 400w/s digital monolight--400w/s of power in an easily transportable package--one light stand and&nbsp;one white translucent umbrella. <p /></p><p>Light output can be varied in 1/10-stop stages over a 4-stop range, accessible through the digital readout. The 150W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts S-type monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. </p><p>The white umbrella&nbsp;softens and&nbsp;broadens the light. An air cushioned light stand provides protection from impact damage while adjusting its height. And the light stands will&nbsp;accept casters, which makes positioning the lights a snap.",,
Impact,N,640428,"How many kinds of photo assignments can you can handle with a compact outfit like the Impact Two Digital Monolight Kit with Case (120VAC)? You'd be surprised. It's got 2 VS-LCD 400w/s digital monolights--800w/s of power in an easily transportable package, two 10' light stands, two white translucent umbrellas, and a kit bag to hold everything. Light output in the monolights can be varied in 1/10-stop stages over a 4-stop range, accessible through the digital readout. The 150W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts S-type monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. The two 43&quot; Impact white umbrellas soften and broaden the light. The Impact aluminum light stands extend to 10' in 4 sections, with sure-twist section locks. If you forget to tighten a section with your light mounted, the light comes down slowly, thanks to the air-cushioning. And the light stands will accept casters, which makes positioning the lights a snap. The Impact Light Kit Bag is a soft, padded nylon case which easily accommodates the entire kit. It has overlapping carrying handles and an included shoulder strap.",,"How many kinds of photo assignments can&nbsp;you can handle with a compact outfit&nbsp;like the <strong>Impact Two Digital Monolight Kit with Case (120VAC)?</strong> You'd be surprised. It's got 2 VS-LCD&nbsp;400w/s digital monolights--800w/s of power in an easily transportable package,&nbsp;two 10' light stands,&nbsp;two white translucent umbrellas, and a kit bag to hold everything. <p /></p><p>Light output in the monolights&nbsp;can be varied in 1/10-stop stages over a 4-stop range, accessible through the digital readout. The 150W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts S-type monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. </p><p>The&nbsp;two 43&quot; Impact white umbrellas&nbsp;soften and&nbsp;broaden the light.&nbsp;The Impact aluminum light stands extend to 10' in 4 sections, with sure-twist section locks. If you forget to tighten&nbsp;a section with your light mounted, the light comes down <em>slowly</em>, thanks to the air-cushioning.&nbsp;And the light stands will&nbsp;accept casters, which makes positioning the lights a snap.&nbsp;The Impact Light Kit Bag is a soft, padded nylon case&nbsp;which easily accommodates the entire kit.&nbsp;It has overlapping carrying handles and an included shoulder strap.",,
Impact,N,640431,"How many kinds of photo assignments can you can handle with a compact outfit like the Impact Three Light Portrait Backlight Kit (120VAC)? You'd be surprised. It's got 2 VS-LCD 400w/s digital monopods, one Impact EX100A 100W/s monopod, two white umbrellas, two 10' light stands, one 3' backlight stand, a radio slave transmitter and receiver, and a kit bag to hold everything. Light output can be varied in 1/10-stop stages over a 4-stop range with the VS-LCD, accessible through the digital readout. The 100W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts Bowens monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. The EX100A monopod kit adds an additional 100w/s of light and included 24x24&quot; softbox. The white umbrellas soften and broaden the light. The Impact aluminum light stands extend to 10' in 4 sections, with sure-twist section locks. If you forget to tighten a section with your light mounted, the light comes down slowly, thanks to the air-cushioning. And the light stands will accept casters, which makes positioning the lights a snap. The 3' backlight stand can be used on a floor or table--particularly useful for a backlight. The radio slave transmitter and receiver let's you trigger the strobes without being connected to a sync cord. And you can pack it all into the included kit bag.",,"How many kinds of photo assignments can&nbsp;you can handle with a compact outfit&nbsp;like the <strong>Impact Three Light Portrait Backlight Kit (120VAC)?</strong> You'd be surprised. It's got&nbsp;2 VS-LCD&nbsp;400w/s digital monopods,&nbsp;one Impact EX100A 100W/s monopod,&nbsp;two white umbrellas, two 10' light stands, &nbsp;one 3' backlight stand, a radio slave transmitter and receiver,&nbsp;and&nbsp;a kit bag to hold everything. <p /></p><p>Light output can be varied in 1/10-stop stages over a 4-stop range with the VS-LCD, accessible through the digital readout. The 100W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts Bowens monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. The EX100A monopod kit&nbsp;adds an additional 100w/s of light and included 24x24&quot; softbox. </p><p>The white umbrellas&nbsp;soften and&nbsp;broaden the light.&nbsp;The Impact aluminum light stands extend to 10' in 4 sections, with sure-twist section locks. If you forget to tighten&nbsp;a section with your light mounted, the light comes down <em>slowly</em>, thanks to the air-cushioning.&nbsp;And the light stands will&nbsp;accept casters, which makes positioning the lights a snap.&nbsp;The 3' backlight stand can be used on a floor or table--particularly useful for a backlight. The radio slave transmitter and receiver let's you trigger the strobes without being connected to a sync cord. And you can pack it all into the included kit bag.",,
Impact,N,640433,"How many kinds of photo assignments can you can handle with a compact outfit like the Impact Two Digital Monolight Kit without Case (120VAC)? You'd be surprised. It's got 2 VS-LCD 400w/s digital monolights--800w/s of power plus two light stands, and two white translucent umbrellas. Light output in the monolights can be varied in 1/10-stop stages over a 4-stop range, accessible through the digital readout. The 150W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts S-type monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. The white umbrellas soften and broaden the light. The aluminum light stands lock with sure-twist section locks, and if you forget to tighten a section with your light mounted, the light comes down slowly, thanks to the air-cushioning. And the light stands will accept casters, which makes positioning the lights a snap.",,"How many kinds of photo assignments can&nbsp;you can handle with a compact outfit&nbsp;like the <strong>Impact Two Digital Monolight Kit without Case (120VAC)?</strong> You'd be surprised. It's got 2 VS-LCD&nbsp;400w/s digital monolights--800w/s of power plus two light stands,&nbsp; and two white translucent umbrellas. <p /></p><p>Light output in the monolights&nbsp;can be varied in 1/10-stop stages over a 4-stop range, accessible through the digital readout. The 150W modeling light can be coupled to the flash, getting brighter or dimmer to match the actual light output, or independently set to the level you want. The monolight accepts S-type monolight reflectors and head accessories. It also has a limited Auto Dump function, firing the strobe when you reset to a different power level (so the strobe is automatically set to the correct setting for the next flash). A built-in optical slave allows the monolight to be triggered using another flash. The white umbrellas&nbsp;soften and&nbsp;broaden the light.&nbsp;The aluminum light stands lock with sure-twist section locks, and if you forget to tighten&nbsp;a section with your light mounted, the light comes down <em>slowly</em>, thanks to the air-cushioning.&nbsp;And the light stands will&nbsp;accept casters, which makes positioning the lights a snap.&nbsp;",,
Impact,N,645021,"The Impact Flashtube for VS-LCD400 Monolight is a user-replaceable, 400 Ws tube with a UV coating and a color temperature of 5500-5800K. When changing the tube unplug the unit. Handle the tube with gloves, plastic or paper to avoid residue that might shorten the life of the tube.",,"The <strong>Impact Flashtube for VS-LCD400 Monolight</strong> is a user-replaceable, 400 Ws tube with a UV coating and a color temperature of 5500-5800K. When changing the tube unplug the unit. Handle the&nbsp;tube with gloves, plastic or paper to avoid residue that might shorten the life of the tube.",,
Impact,N,655090,"The Impact Flashtube for EX 100 Monolight is a user-replaceable 100Ws flashtube that's easily plugged into the EX 100 monolight--with careful handling, the flashtube should last for thousands of flashes with normal use.",,"The <strong>Impact Flashtube for EX 100 Monolight</strong> is a user-replaceable 100Ws flashtube that's easily plugged into the EX 100 monolight--with careful handling, the flashtube should last for thousands of flashes with normal use.",,
Impact,N,656152,"The Impact Umbrella Bracket with Adjustable Shoe is a versatile, lightweight metal bracket that will fit on almost any light stand. It includes a removable, reversible female stud to adapt to light stands with top studs smaller than the standard 5/8&quot;. An additional removable, reversible male stud mounts to the included flash shoe at the 1/4&quot;-20 end, or to another accessory at the 3/8&quot; end. The metal shoe features a knurled locking knob for secure mounting of all standard shoe-mount flashes, including the Nikon SB-900 and SB-910.A receptacle with its own locking knob accommodates an umbrella which may be tilted to the angle of your choice via the bracket's locking joint. Umbrellas larger than 45"" in diameter are not recommended.",,"The <b>Impact&nbsp;Umbrella Bracket&nbsp;with Adjustable Shoe&nbsp;</b>is a versatile, lightweight metal&nbsp;bracket that will fit on almost any light stand. It includes a removable, reversible female&nbsp;stud to adapt to light stands with top studs smaller than the standard 5/8&quot;. An&nbsp;additional removable, reversible male stud mounts to the included flash shoe at the 1/4&quot;-20 end, or to&nbsp;another accessory at the 3/8&quot; end.&nbsp;The metal shoe features a knurled locking knob for secure mounting of all standard shoe-mount flashes, including the Nikon SB-900 and SB-910.<p /></p><p>A receptacle with its own locking knob accommodates&nbsp;an umbrella which may be tilted to the angle&nbsp;of your choice via the bracket's locking joint. Umbrellas larger than 45"" in diameter are not recommended.",,
Impact,N,659928,"The Impact Strobros Portrait Kit offers a comprehensive set of on-camera flash accessories to enable users a convenient way to create professional-looking portraits.
This kit includes the Strobros Impact Beauty Dish Reflector for on-camera flash units. It uses an ingenious mounting system that works for virtually any on-camera flash, and spreads out the flash to produce a creamy, more uniform light with soft shadows. It comes with three interior reflector discs (soft gold, soft silver, and silver) for warm, slightly cool, or cool color, respectively. Also included is the Strobros Impact Diffusion/Grid Set for use on the reflector. It includes three color filters, a neutral filter to reduce light output, and three grids to reduce light spill and project different honeycomb patterns. The Strobros Impact Snoot creates a narrow, defined circle of light. Previously, it was difficult if not impossible to achieve the defined circle-of-light ""spotlight"" look that this snoot delivers, without studio strobes.",,"The <b>Impact Strobros Portrait Kit</b> offers a comprehensive set of on-camera flash accessories to enable users a convenient way to create professional-looking portraits.</p><p>
This kit includes the <b>Strobros Impact Beauty Dish Reflector</b> for on-camera flash units. It uses an ingenious mounting system that works for virtually any on-camera flash, and spreads out the flash to produce a creamy, more uniform light with soft shadows. It comes with three interior reflector discs (soft gold, soft silver, and silver) for warm, slightly cool, or cool color, respectively. Also included is the <b>Strobros Impact Diffusion/Grid Set</b> for use on the reflector. It includes three color filters, a neutral filter to reduce light output, and three grids to reduce light spill and project different honeycomb patterns. The <b>Strobros Impact Snoot</b> creates a narrow, defined circle of light. Previously, it was difficult if not impossible to achieve the defined circle-of-light ""spotlight"" look that this snoot delivers, without studio strobes.",,
Impact,N,665617,"If you're ready to take the plunge into chroma key photography--photographing a person against a background of solid blue or green and then digitally inserting a different photo in the background (say, a beach in Mexico, or the Eiffel Tower)-- then the Impact EX100 Ultimate Creative Portrait Kit (120VAC) may be just what you need. It combines two basic one-monolight (100Ws) kits, each including one light stand and one 24 x 24"" (61 x 61 cm) softbox, with one white umbrella and a green screen photo kit including a 5 x 7' (1.5 x 2.1 m) chroma green background (with grommets and hooks for hanging the screen) and software that automatically removes the green background. The software then allows you to simply drop in a distant locale or landmark background that places your subject far from where you took the photo. The software includes 720 digital backgrounds to choose from.

A kit bag is also included for storage and transport. This kit is supplied for use with 120VAC.",,"If you're ready to take the plunge into chroma key photography--photographing a person against a background of solid blue or green and then digitally inserting a different photo in the background (say, a beach in Mexico, or the Eiffel Tower)-- then the <strong>Impact EX100 Ultimate Creative Portrait Kit (120VAC)</strong> may be just what you need. It combines two basic one-monolight (100Ws) kits, each including&nbsp;one light stand and one 24 x 24"" (61 x 61 cm) softbox, with one white umbrella and a&nbsp;green screen photo kit&nbsp;including a 5 x 7' (1.5 x 2.1 m) chroma green background (with grommets and hooks for hanging the screen) and software that automatically removes the green background. The software then allows you to simply drop in a distant locale or landmark background that places your subject far from where you took the photo. The software includes 720 digital backgrounds to choose from.
</p><p>
A kit bag is also included for storage and transport. This kit is supplied for use with 120VAC.",,
Impact,N,675341,"The Impact 7"" Grid Set (10/20/30/40 Degree) helps you control your light more precisely. This set of 4 honeycomb grids, which fit any standard 7&quot; grid reflector (other than Broncolor or Profoto), gives you a choice of a 10&deg;, 20&deg;, 30&deg;, or 40&deg; beam of light, to match your specific needs, perfect for an accent light or spot. A tension spring can stretch or arch to fit the reflector.",,"The <strong>Impact 7"" Grid Set (10/20/30/40 Degree)</strong> helps you control your light more precisely. This set of 4 honeycomb grids, which fit any standard 7&quot; grid reflector (other than Broncolor or Profoto), gives you a choice of a 10&deg;, 20&deg;, 30&deg;, or 40&deg; beam of light, to match your specific needs, perfect for an accent light or spot. A tension spring can stretch or arch to fit the reflector.",,
Impact,N,677465,"The Impact GCC Lamp (100W/12V) is a halogen bulb commonly used in small DC fixtures such as on-camera video lights. It has an average life of 200 hours, a color temperature of 3,300K and a G5.3 base.",,"The <strong>Impact GCC Lamp (100W/12V) </strong>is a halogen bulb commonly used in small DC fixtures such as on-camera video lights. It has an average life of 200 hours, a color temperature of 3,300K and a G5.3 base.",,
Impact,N,677468,"This Impact JCD120300 (300W/120V) Lamp is a T6 shaped halogen bulb with a GX6.35 base. This bulb has a 300 hour lamp life and is used for many different applications, such as lighting equipment, projectors, etc.",,"This <b>Impact JCD120300 (300W/120V) Lamp</b> is a T6 shaped halogen bulb with a GX6.35 base. This bulb has a 300 hour lamp life and is used for many different applications, such as lighting equipment, projectors, etc.",,
Impact,N,677470,This Impact ELH Lamp is an MR-16 quartz halogen reflector lamp commonly used in video and film projectors as well as small light fixtures. Color temperature is 3350 K.,,This <strong>Impact ELH Lamp </strong>is an MR-16 quartz halogen reflector lamp commonly used in video and film projectors as well as small light fixtures. Color temperature is 3350 K.,,
Impact,N,677471,"The Impact EYB Lamp (360W/82V) is a halogen low voltage bi-pin bulb with a clear finish. It has a color temperature of 3,300K and an average life of 75 hours. It is suitable for fixtures with a Miniature 2-Pin Base - G5.3, and a rating of 360W.",,"The <strong>Impact EYB Lamp (360W/82V)</strong> is a halogen low voltage bi-pin bulb with a clear finish. It has a color temperature of 3,300K and an average life of 75 hours. It is suitable for fixtures with a Miniature 2-Pin Base - G5.3, and a rating of 360W.",,
Impact,N,677472,"This Impact EHF Lamp (750W, 120V) is a halogen bulb with a color temperature of 3200K, a G9.5 base and a 300 hour lamp life. It is commonly used in professional lighting fixtures such as the Lowel 1,000W and 750W Rifa eX.",,"This <strong>Impact EHF Lamp (750W, 120V)</strong> is a halogen bulb with a color temperature of 3200K, a G9.5 base and a 300 hour lamp life. It is commonly used in professional lighting fixtures such as the Lowel 1,000W and 750W Rifa eX.",,
Impact,N,677473,"The Impact JCD Lamp (500W/240V) is a halogen bi-pin bulb. It has a color temperature of 3,200K and an average life of 50 hours. It is suitable for fixtures with a GY9.5 2-Pin Prefocus Base and a rating of 500W.",,"The <strong>Impact JCD Lamp (500W/240V)</strong> is a halogen bi-pin bulb. It has a color temperature of 3,200K and an average life of 50 hours. It is suitable for fixtures with a GY9.5 2-Pin Prefocus Base and a rating of 500W.",,
Impact,N,677491,This Impact BAB Lamp is a 20W MR-16 quartz halogen reflector lamp commonly used in small on-camera video lights or in display fixtures. Its color temperature is 2950 K and it has an average life of 3000 hours.,,This <strong>Impact BAB Lamp </strong>is a 20W MR-16 quartz halogen reflector lamp commonly used in small on-camera video lights or in display fixtures. Its color temperature is 2950 K and it has an average life of 3000 hours.,,
Impact,N,682557,"This Impact Sync Cord 1/4"" Phono Male to PC Male is a 6' (1.8 m) long sync cable. It can be used to trigger any compatible power pack or monolight with a phono terminal, such as Bowens, Impact, Monolite, Balcar, Speedotron, and similar packs, via the standard PC terminal on your camera.",,"This <strong>Impact Sync Cord 1/4"" Phono Male to PC Male</strong> is a 6' (1.8 m) long sync cable. It can be used to trigger any compatible power pack or monolight with a phono terminal, such as Bowens, Impact, Monolite, Balcar, Speedotron, and similar packs, via the standard PC terminal on your camera.",,
Impact,N,682558,"This Impact Sync Cord 1/4"" Phono Male to PC Male is a 10' (3 m) long sync cable. It can be used to trigger any compatible power pack or monolight with a phono terminal, such as Bowens, Impact, Monolite, Balcar, Speedotron, and similar packs, via the standard PC terminal on your camera.",,"This <strong>Impact Sync Cord 1/4"" Phono Male to PC Male</strong> is a 10' (3 m) long sync cable. It can be used to trigger any compatible power pack or monolight with a phono terminal, such as Bowens, Impact, Monolite, Balcar, Speedotron, and similar packs, via the standard PC terminal on your camera.",,
