BRAND,DNLA,SKU_NO,SEQNUM,SPEC_NAME,SPEC_VALUE,SPEC_VALUE_RAW
Impact,N,838894,4,Weight,0.84 lb (0.38 kg),
Impact,N,838895,1,Construction,Brass,
Impact,N,838895,2,Dimensions,"3/8"" (9.5 mm) Male screw
1/4""-20 Female threaded receiver (6.35 mm)",
Impact,N,838896,1,Dimensions,"Overall: 2.12 x 2.87"" (5.4 x 7.3 cm)
Jaw range: up to 0.56"" (1.4 cm)
Receiver: 5/8"" (16 mm)",
Impact,N,838901,1,Construction,Chrome-plated steel with 8 anchor points and hole for safety cable,
Impact,N,838901,2,Dimensions,"Pin diameter: 5/8"" (16 mm)Pin length: 3.0"" (7.6 cm)Base: 3.25 x 6.0"" (8.2 x 15.2 cm)",
Impact,N,838902,1,Construction,Chrome-plated steel with 8 anchor points and hole for safety cable,
Impact,N,838902,2,Dimensions,"Pin diameter: 5/8"" (16 mm)Pin length: 6.0"" (15.2 cm)Base: 3.25 x 6.0"" (8.2 x 15.2 cm)",
Impact,N,838903,1,Construction,Chrome-plated steel with 8 anchor points and hole for safety cable,
Impact,N,838903,2,Dimensions,"Pin diameter: 5/8"" (16 mm)Pin length: 9.0"" (22.8 cm)Base: 3.25 x 6.0"" (8.2 x 15.2 cm)",
Impact,N,841113,1,Material,Aluminum alloy with black finish,
Impact,N,841113,2,Dimensions,"5/8"" (16 mm) female to 11/16"" (17.5 mm) female",
Impact,N,841114,1,Construction,Aluminum,
Impact,N,841114,2,Mount,"5/8"" (16 mm) spigot
1/4-20"" (6.35 mm) female thread",
Impact,N,841114,3,Length,"3.5"" (8.9 cm)",
Impact,N,841114,4,Weight,0.11 lb (50 g),
Impact,N,841115,1,Material,Aluminum alloy with black finish,
Impact,N,841115,2,Dimensions,"5/8"" (16 mm) female to 5/8"" (16 mm) female",
Impact,N,841116,1,Construction,Chrome-plated steel,
Impact,N,841116,2,Dimensions,"Pin diameter: 5/8"" (16 mm)
Pin length from base to bend: 5.0"" (12.7 cm)
Pin length from bend to end: 2.5"" (6.35 cm)",
Impact,N,841117,1,Construction,Chrome-plated steel with 8 anchor points and safety cable hole,
Impact,N,841117,2,Dimensions,"Receiver diameter: 5/8"" (16 mm)
Base: 3.25"" x 6.0"" (8.2 x 15. cm)",
Impact,N,841121,1,Material,Brass,
Impact,N,841121,2,Attachment Size,"5/8"" (16 mm) male and 1/4""-20 male",
Impact,N,841121,3,Length,"1.34"" (3.4 mm)",
Impact,N,841121,4,Weight,0.13 lb (59 g),
Impact,N,841123,1,Material,Brass,
Impact,N,841123,2,Dimensions,"3/8"" (9.5 mm) at one end
1/4""-20 (6.35 mm) at other end",
Impact,N,841123,3,Weight,0.32 oz (9.0 g),
Impact,N,841124,1,Material,Aluminum alloy with black finish,
Impact,N,841124,2,Dimensions,"5/8"" (16 mm) receiver
3/8"" (9.5 mm) stud",
Impact,N,841125,1,Material,Brass,
Impact,N,841125,2,Dimensions,"3/8"" (9.5 mm) at each end",
Impact,N,841125,3,Weight,0.35 oz (9.9 g),
Impact,N,850279,1,Mount Types,3x Hot shoe mount adapter,
Impact,N,850279,2,Interface,"1/8"" (3.5 mm) jack for sync cord or wireless receiver
1/4""-20 female thread size",
Impact,N,850279,3,Dimensions,"2.5 x 1.1 x 1.4"" (6.4 x 2.9 x 3.5 cm)",
Impact,N,850279,4,Weight,1.6 oz (44 g),
Impact,N,850307,1,Construction,"Aluminum, brass",
Impact,N,850307,2,Attachment,"5/8"" (16 mm) Receiver",
Impact,N,850307,3,Load Capacity,8 lb (3.6 kg),
Impact,N,850307,4,Length,"6"" (15.2 cm)",
Impact,N,850307,5,Weight,0.46 lb (0.21 kg),
Impact,N,850308,1,Material,Aluminum,
Impact,N,850308,2,Load Capacity,2.2 lb (1.0 kg),
Impact,N,850308,3,Jaw Size,"1.38"" (35 mm) Maximum",
Impact,N,850308,4,Attachment,"5/8"" (16 mm) Socket",
Impact,N,850308,5,Weight,0.35 lb (0.16 kg),
Impact,N,850345,1,Construction,"Black anodized aluminum, polymer",
Impact,N,850345,2,Attachment,"5/8"" (16 mm) stud with 1/4""-20 female thread
5/8"" (16 mm) stud with 3/8""-16 female thread",
Impact,N,850345,3,Load Capacity,3.3 lb (1.5 kg),
Impact,N,850345,4,Sections,2,
Impact,N,850345,5,Length,"Maximum extended: 23.82"" (60.5 cm)",
Impact,N,850345,6,Weight,0.88 lb (0.4 kg),
Impact,N,850351,1,Material of Construction,Aluminum,
Impact,N,850351,2,Dimensions,"Flange: 1 1/8"" (28.57 mm)
1/4""-20 Female to 3/8""-16 Male thread",
Impact,N,850443,1,Accepts Wheels,No,
Impact,N,850443,2,Minimum Height,4.75' (1.5 m),
Impact,N,850443,3,Maximum Height,10.75' (3.3 m),
Impact,N,850443,4,Closed Length,4.75' (1.5 m),
Impact,N,850443,5,Footprint Diameter,"37"" (94 cm)",
Impact,N,850443,6,Maximum Load,22 lbs (10 kg),
Impact,N,850443,7,Attachment Size,"5/8"" (16 mm) male stud",
Impact,N,850443,8,Weight,19.75 lb (9.0 kg),
Impact,N,850444,1,Minimum Height,4.75' (1.5 m),
Impact,N,850444,2,Maximum Height,10.75' (3.3m),
Impact,N,850444,3,Closed Length,4.75' (1.5 m),
Impact,N,850444,4,Footprint Diameter,"37"" (94 cm)",
Impact,N,850444,5,Maximum Load,22 lbs (10 kg) as a stand,
Impact,N,850444,6,Attachment Size,"5/8"" (16 mm) male stud",
Impact,N,850444,7,Accepts Wheels,No,
Impact,N,850444,8,Weight,Kit: 23 lbs (10.4 kg) Stand alone: 19.75 lb (9.0 kg),
Impact,N,850446,1,Material,Steel and Aluminum,
Impact,N,850446,2,Compatibility,"3/8"" (9 mm) and 5/8"" (16 mm) accessories",
Impact,N,850446,3,Load Capacity,10 lb (4.5 kg),
Impact,N,850446,4,Dimensions,"Length: 40"" (1 m)Grip head: 2.5"" (6.3 cm)",
Impact,N,850446,5,Weight,3.25 lb (1.47 kg),
Impact,N,850449,1,Construction,Aluminum alloy and steel,
Impact,N,850449,2,Dimensions (LxWxH),"21.25 x 6.19 x 2.5"" (53.98 x 15.72 x 6.35 cm)",
Impact,N,850449,3,Jaw Size,"Min.: 0.25"" (6.35 mm) Max.: 0.62"" (16 mm)",
Impact,N,850449,4,Weight,2.4 lb (1.09 kg),
Impact,N,850450,1,Construction,Aluminum alloy and steel,
Impact,N,850450,2,Dimensions (LxWxH),"21.25 x 6.19 x 2.5"" (53.98 x 15.72 x 6.35 cm)",
Impact,N,850450,3,Jaw Size,"Min.: 0.25"" (6.35 mm) Max.: 0.62"" (16 mm)",
Impact,N,850450,4,Weight,2.4 lb (1.09 kg),
Impact,N,851184,1,Material,Nylon,
Impact,N,851184,2,Size,"27"" (68.6 cm)",
Impact,N,851202,1,Material,"Aluminum, polymer",
Impact,N,851202,2,Mount,"Stand mount: 5/8"" (16 mm)
Umbrella socket: 0.27 - 0.31"" (7.0-8.0 mm)",
Impact,N,851202,3,Dimensions,"5.0"" (12.7 cm)",
Impact,N,851202,4,Weight,9.0 oz (255 g),
Impact,N,851203,1,Material,"Aluminum, polymer",
Impact,N,851203,2,Mount Diameter,"5/8"" (16 mm)",
Impact,N,851203,3,Dimensions,"15"" (38 cm)",
Impact,N,851203,4,Weight,1.2 lb (0.54 kg),
Impact,N,851215,1,Construction,"Aluminum, polycarbonate",
Impact,N,851215,2,Shape,T-Shape,
Impact,N,851215,3,Mounting,"In crossbar T section:
2 Removable female shoes, 1 fixed center female shoe
In vertical T section:
1 Removable male shoe, 1 fixed female shoe
1 8.0 mm umbrella receptacle",
Impact,N,851215,4,Adjustments,"Each removable end shoes on crossbar: 1.0"" (2.54 cm) laterally
Tilting stage: 180 degrees in spring-loaded detents",
Impact,N,851215,5,Finish,Black powder coat paint,
Impact,N,851215,6,Dimensions,"Crossbar: 6.25 x 1.0 x 0.1875"" (15.9 x 2.54 x 0.47 cm)",
Impact,N,851215,7,Weight,0.5 lb (226.8 g),
Impact,N,851216,1,Material,Polycarbonate,
Impact,N,851216,2,Shoe Mounts,3x Standard locking shoe mounts,
Impact,N,851216,3,Mount Thread,"1/4""-20 female",
Impact,N,851216,4,Compatibility,8mm umbrella shafts,
Impact,N,851216,5,Weight,6.9 oz (195 g),
Impact,N,851218,1,Material,"Aluminum, polymer",
Impact,N,851218,2,Mount,"5/8"" (16 mm) Receiver
0.27 - 0.31"" (7.0-8.0 mm) Umbrella socket",
Impact,N,851218,3,Dimensions,"Length: 15"" (38 cm)",
Impact,N,851218,4,Weight,15 oz (425.2 g),
Impact,N,852249,1,Construction,Aluminum,
Impact,N,852249,2,Finish,"Black exterior, silver interior",
Impact,N,852249,3,Compatibility,"Elinchrom, Impact EX, Calumet Genesis, and Interfit EX flash heads",
Impact,N,852249,4,Dimensions,"8.0 x 14"" (20.3 x 35.5 cm)",
Impact,N,852249,5,Weight,0.7 lb (0.31 kg) Including clips,
Impact,N,852250,1,Construction,Aluminum,
Impact,N,852250,2,Compatibility,"Impact Monolights (except EX100A), Bowens, Travelite, Cowboy, Interfit Stellar, JTL, Photoflex, Rime Lite, and Westcott flash heads",
Impact,N,852250,3,Dimensions,"5.0 x 8.5"" (12.7 x 21.6 cm)",
Impact,N,852250,4,Weight,0.45 lb (0.2 kg),
Impact,N,852252,1,Construction,Aluminum,
Impact,N,852252,2,Compatibility,"Elinchrom, Impact EX, Calumet Genesis, and Interfit EX flash heads",
Impact,N,852252,3,Dimensions,"5.0 x 8.5"" (12.7 x 21.6 cm)",
Impact,N,852252,4,Weight,0.4 lb (0.18 kg),
Impact,N,853441,1,Accepts Wheels,No,
Impact,N,853441,2,Material,Chrome-plated steel,
Impact,N,853441,3,Riser,"20"" (51 cm), 2 section",
Impact,N,853441,4,Minimum Height,3.3' (1.0 m),
Impact,N,853441,5,Maximum Height,5.9' (1.8 m),
Impact,N,853441,6,Closed Length,3.3' (1.0 m),
Impact,N,853441,7,Footprint Diameter,"39.3"" (1.0 m)",
Impact,N,853441,8,Maximum Load,22 lb (10 kg),
Impact,N,853441,9,Attachment Size,"5/8"" (16 mm) male stud",
Impact,N,853441,10,Weight,17 lb (7.7 kg),
Impact,N,853449,1,Accepts Wheels,No,
Impact,N,853449,2,Material,Chromed steel and aluminum,
Impact,N,853449,3,Minimum Height,3.3' (1.0 m),
Impact,N,853449,4,Maximum Height,5.9' (1.8 m),
Impact,N,853449,5,Closed Length,3.3' (1.0 m),
Impact,N,853449,6,Footprint Diameter,"39.3"" (1.0 m)",
Impact,N,853449,7,Riser,"20"" (51 cm), 2 section",
Impact,N,853449,8,Grip Arm,"Bar length: 20"" (51 cm)
Grip head: 2.5"" (6.35 cm)",
Impact,N,853449,9,Maximum Load,22 lbs (10 kg) used as a stand,
Impact,N,853449,10,Attachment Size,"5/8"" (16 mm) male stud",
Impact,N,853449,11,Weight,"Kit: 18 lb (8.2 kg)
Stand alone: 17 lb (7.7 kg)",
Impact,N,853465,1,Accepts Wheels,No,
Impact,N,853465,2,Minimum Height,Not specified by manufacturer,
Impact,N,853465,3,Maximum Height,11' (3.35 m),
Impact,N,853465,4,Closed Length,4.5' (1.37 m),
Impact,N,853465,5,Footprint Diameter,"39.37"" (1.0 m)",
Impact,N,853465,6,Maximum Load,22 lb (10 kg),
Impact,N,853465,7,Attachment Size,"5/8"" (16 mm) male stud",
Impact,N,853465,8,Weight,15 lb (6.8 kg),
Impact,N,853471,1,Accepts Wheels,No,
Impact,N,853471,2,Minimum Height,4.5' (1.37 m),
Impact,N,853471,3,Maximum Height,11' (3.35 m),
Impact,N,853471,4,Closed Length,"53.9"" (1.37 m)",
Impact,N,853471,5,Footprint Diameter,"39.4"" (1.0 m)",
Impact,N,853471,6,Maximum Load,22 lbs (10 kg),
Impact,N,853471,7,Attachment Size,"5/8"" (16 mm) male stud",
Impact,N,853471,8,Weight,15 lb (6.8 kg),
Impact,N,853472,1,Accepts Wheels,No,
Impact,N,853472,2,Minimum Height,4.5' (1.37 m),
Impact,N,853472,3,Maximum Height,11' (3.35 m),
Impact,N,853472,4,Closed Length,"53.9"" (1.37 m)",
Impact,N,853472,5,Footprint Diameter,"39.4"" (1.0 m)",
Impact,N,853472,6,Maximum Load,22 lb (10 kg),
Impact,N,853472,7,Attachment Size,"5/8"" (16 mm) male stud",
Impact,N,853472,8,Weight,15 lb (6.8 kg),
Impact,N,857292,1,Construction,"Aluminum, brass",
Impact,N,857292,2,Load Capacity,1.1 lb (0.49 kg),
Impact,N,857292,3,Dimensions,"Length: 21.65"" (55 cm) Diameter: 0.7"" (18 mm) Studs: 5/8"" (16 mm) hex with 3/8"" tap 5/8"" (16 mm) stud with 1/4""-20 male",
Impact,N,857292,4,Weight,1.57 lb (0.7 kg),
Impact,N,857304,1,Material of Construction,"Aluminum, polymer",
Impact,N,857304,2,Attachment,"2x 5/8"" (16 mm) Pins
1/4""-20 Female thread on one pin
3/8""-16 Female thread on other",
Impact,N,857304,3,Load Capacity,5.51 lb (2.5 kg),
Impact,N,857304,4,Weight,0.88 lb (0.4 kg),
Impact,N,857309,1,Construction,Zinc-plated steel,
Impact,N,857309,2,Mount,"5/8"" (16 mm) double ended spigot",
Impact,N,857309,3,Weight,0.33 lb (0.15 kg),
Impact,N,857311,1,Weight,9.0 oz. (250 g),
Impact,N,857313,1,Material of Construction,Chrome-plated steel,
Impact,N,857313,2,Load Capacity,20 lb (9.0 kg),
Impact,N,857313,3,Dimensions,"Stud diameter: 5/8"" (16 mm)
Stud length: 3.0"" (75 mm)",
Impact,N,857316,1,Material of Construction,Chrome-plated steel,
Impact,N,857316,2,Load Capacity,20 lb (9.0 kg),
Impact,N,857316,3,Dimensions,"Pin diameter: 5/8"" (16 mm)
Pin length: 3.0"" (75 mm)",
Impact,N,857317,1,Construction,Chrome-plated steel and aluminum,
Impact,N,857317,2,Mount,"5/8"" (16 mm) Spigot
5/8"" (16 mm) Receiver",
Impact,N,857317,3,Weight,1.37 lb (0.62 kg),
Impact,N,860776,1,Material,Aluminum,
Impact,N,860776,2,Dimensions,"Stud diameter: 5/8"" (16 mm)
Stud tap: 1/4""20
Maximum clamp opening: 1.87"" (55 mm)",
Impact,N,860776,3,Weight,4.0 oz (113 g),
Impact,N,860779,1,Construction,Aluminum,
Impact,N,860779,2,Attachment Size,"0.39 - 2.16"" (10 - 55 mm)",
Impact,N,860779,3,Load Capacity,220.46 lb (100 kg),
Impact,N,860779,4,Weight,1.37 lb (0.62 kg),
Impact,N,860780,1,Construction,Black painted aluminum alloy,
Impact,N,860780,2,Attachment,"Jaws: 0.98 - 2.55"" (25 - 65 mm)
2x 5/8"" (16 mm) stud
5/8"" (16 mm) Receiver",
Impact,N,860780,3,Weight,1.76 lb (0.8 kg),
Impact,N,860782,1,Construction,Black aluminum,
Impact,N,860782,2,Mounting Screw,"1/4""-20",
Impact,N,860782,3,Mount,"Dual 5/8"" (16 mm) receivers",
Impact,N,860782,4,Weight,0.31 lb (0.14 kg),
Impact,N,860783,1,Construction,"Aluminum, brass",
Impact,N,860783,2,Load Capacity,0.66 lb (0.3 kg),
Impact,N,860783,3,Dimensions,"Length: 21.65"" (55 cm) Diameter: 0.5"" (13 mm) Studs: 5/8"" (16 mm) hex with 3/8"" tap 5/8"" (16 mm) stud with 1/4""-20 male",
Impact,N,860783,4,Weight,0.66 lb (0.3 kg),
Impact,N,860789,1,Construction,Aluminum alloy,
Impact,N,860789,2,Attachment,"4.5"" (11.4 cm) Head
1 1/8"" (28 mm) Junior pin
1 1/8"" (28 mm) Junior receiver",
Impact,N,860789,3,Weight,5.18 lb (2.35 kg),
Impact,N,860794,1,Construction,"Shaft: 1010 chrome-plated steel
Jaws: aluminum alloy",
Impact,N,860794,2,Dimensions,"Actual jaw width: 8.0"" (20.32 cm)",
Impact,N,860794,3,Weight,1.5 lb (0.68 kg),
Impact,N,860795,1,Construction,Chrome-plated steel and aluminum alloy,
Impact,N,860795,2,Dimensions,"2.0"" (5.0 cm) Jaw",
Impact,N,860795,3,Weight,Not specified by manufacturer,
Impact,N,860797,1,Material,Aluminum alloy and steel,
Impact,N,860797,2,Dimensions,"Max. jaw width: 3.0"" (76.2 mm)",
Impact,N,860797,3,Weight,1.3 lb (0.6 kg),
Impact,N,866281,1,Surface,"Exterior: black
Interior: reflective silver",
Impact,N,866281,2,Dimensions,"Circumference: 7' (2.1 m)Collapsed size: 44 x 3.0"" (112 x 7.6 cm) (H x W)",
Impact,N,866281,3,Rods,Fiberglass,
Impact,N,866281,4,Shaft Diameter,8 mm,
Impact,N,866281,5,Weight,2.9 lb (1.3 kg),
Impact,N,866282,1,Surface,"Exterior: black
Interior: white",
Impact,N,866282,2,Dimensions,"Circumference: 7' (2.1 m)Collapsed size: 44 x 3.0"" (112 x 7.6 cm) (H x W)",
Impact,N,866282,3,Rods,Fiberglass,
Impact,N,866282,4,Shaft Diameter,8 mm,
Impact,N,866282,5,Weight,2.9 lb (1.3 kg),
Impact,N,866283,1,Surface,White Diffusion,
Impact,N,866283,2,Dimensions,"Circumference: 7' (2.1 m)Collapsed size: 44 x 3.0"" (112 x 7.6 cm) (H x W)",
Impact,N,866283,3,Rods,Fiberglass,
Impact,N,866283,4,Shaft Diameter,8 mm,
Impact,N,866283,5,Weight,2.9 lb (1.3 kg),
Impact,N,868479,1,Guide Number,"80 @ 10' (3.0 m), ISO 200",
Impact,N,868479,2,Recycle Time,Approximately 2.0 seconds,
Impact,N,868479,3,Flash Duration,1/800 Sec.,
Impact,N,868479,4,Color Temperature,"5,500-6,000K",
Impact,N,868479,5,Flash Ready Indicator,"Green ready, Red recycling",
Impact,N,868479,6,Built-in Slave Cell,Yes,
Impact,N,868479,7,Base,E26 screw-in (Edison),
Impact,N,868479,8,Sync,"Yes, 11' (4.6 m) 3.5mm mini cord included",
Impact,N,868479,9,Operating Voltage,"110-130VAC, 60Hz",
Impact,N,868479,10,Dimensions,"5.25 x 3.25 x 3.25"" (13.3 x 8.2 x 8.2 cm)",
Impact,N,868479,11,Weight,0.6 lb (272 g),
Impact,N,869605,1,Material,Aluminum,
Impact,N,869605,2,Load Capacity,8.0 lb (3.6 kg),
Impact,N,869605,3,Dimensions,"Extended: 20"" (50.8 cm)
Folded: 10"" (25.4 cm)
Arm diameter: 0.78: (20 mm)",
Impact,N,869605,4,Attachment,"2x 5/8"" (16 mm) with one having 1 female 1/4""-20 tap and the other 3/8-16 tap",
Impact,N,869605,5,Weight,2.0 lb (.91 kg),
Impact,N,869608,1,Material,Aluminum,
Impact,N,869608,2,Load Capacity,8.0 lb (3.6 kg),
Impact,N,869608,3,Dimensions,"Extended: 20"" (50.8 cm)
Folded: 10"" (25.4 cm)
Arm Diameter: 0.78: (20 mm)",
Impact,N,869608,4,Attachment,"2x 5/8"" (16 mm) with one female 1/4""-20 tap and the other 3/8""-16 tap",
Impact,N,869608,5,Weight,2.0 lb (.91 kg),
Impact,N,870762,1,Construction,Zinc Steel,
Impact,N,870762,2,Weight,0.30 lb (136 g),
Impact,N,870765,1,Construction,Rubber,
Impact,N,870769,1,Construction,Rubber,
Impact,N,872174,1,Size,"Front diffuser: 9.0 x 9.0"" (22.8 x 22.8 cm)
Overall: 11 x 10.75 x 9.0"" (28 x 27 x 22.8 cm)",
Impact,N,872174,2,Shape,Square,
Impact,N,872174,3,Compatibility,Shoe-mount flash,
Impact,N,872174,4,Removable Front Face Diffuser,Yes,
Impact,N,872174,5,Removable Interior Baffle,Yes,
Impact,N,872174,6,Requires Speed Ring,"No, flash mount is built-in",
Impact,N,872174,7,Weight,12 oz (340g),
Impact,N,874959,1,Diameter,"6.0"" (15.24 cm)",
Impact,N,876520,1,Length,"46"" (1.17 m)",
Impact,N,876520,2,Connector,3.5 mm to Canon Sub-mini,
Impact,N,876523,1,Length,"46"" (1.17 m)",
Impact,N,876523,2,Connector,3.5 mm to Canon 3-Pin,
Impact,N,876525,1,Length,"46"" (1.17 m)",
Impact,N,876525,2,Connector,3.5 mm to Nikon 10-Pin,
Impact,N,876534,1,Length,"46"" (1.17 m)",
Impact,N,876534,2,Connector,3.5 mm to Nikon DSLR with DC2,
Impact,N,877779,1,Dimensions,"16 x 22 x 14"" (40.6 x 56 x 35.6 cm)",
Impact,N,877779,2,Shape,Rectangular,
Impact,N,877779,3,Interior,Textured silver,
Impact,N,877779,4,Compatibility,"Strobes, LEDs and fluorescents. Hot lights up to 750W",
Impact,N,877779,5,Removable Front Face,Yes,
Impact,N,877779,6,Removable Interior Baffle,Yes,
Impact,N,877779,7,Accepts Grids,Yes,
Impact,N,877779,8,Requires Speed Ring,Yes,
Impact,N,877779,9,Weight,1.7 lb (0.77 kg),
Impact,N,878203,1,Guide Number,"56 @ 10' (3.0 m), ISO 200",
Impact,N,878203,2,Recycle Time,Approximately 2.0 seconds,
Impact,N,878203,3,Flash Duration,1/800 Sec.,
Impact,N,878203,4,Color Temperature,"5,500-6,000K",
Impact,N,878203,5,Flash Ready Indicator,"Green ready, Red recycling",
Impact,N,878203,6,Built-in Slave Cell,Yes,
Impact,N,878203,7,Base,E26 screw-in (Edison),
Impact,N,878203,8,Sync,"Yes, 11' (4.6 m) 3.5mm mini cord included",
Impact,N,878203,9,Operating Voltage,"110-130VAC, 60Hz",
Impact,N,878203,10,Dimensions,"5.5 x 3.5 x 3.5"" (14 x 9.0 x 9.0 cm)",
Impact,N,878203,11,Weight,0.6 lb (272 g),
Impact,N,882118,1,Length,10' (3.0 m),
Impact,N,882118,2,Weight,5.0 oz (141 g),
Impact,N,882121,1,Length,"Stretched: 7.0' (2.1 m)
Relaxed: 2.5' (0.8 m)",
Impact,N,882121,2,Weight,4.0 oz (113 g),
Impact,N,884015,1,Construction,Nylon,
Impact,N,884015,2,Dimensions,"15 x 15 x 2.0"" (38.1 x 38.1 x 5.0 cm)",
Impact,N,884015,3,Weight,0.1 lb (0.045 kg),
Impact,N,884016,1,Construction,Nylon,
Impact,N,884016,2,Dimensions,"24 x 24 x 2.0"" (61 x 61 x 5.0 cm)",
Impact,N,884016,3,Weight,0.15 lb (0.068 kg),
Impact,N,884395,1,Dimensions,"16 x 16 x 14"" (40.6 x 40.6 x 35.6 cm)",
Impact,N,884395,2,Shape,Rectangular,
Impact,N,884395,3,Interior,Textured silver,
Impact,N,884395,4,Compatibility,"Strobes, LEDs and fluorescents. Hot lights up to 750W",
Impact,N,884395,5,Removable Front Face,Yes,
Impact,N,884395,6,Removable Interior Baffle,Yes,
Impact,N,884395,7,Accepts Grids,Yes,
Impact,N,884395,8,Requires Speed Ring,Yes,
Impact,N,884395,9,Weight,1.4 lb (0.63 kg),
Impact,N,884396,1,Dimensions,"26 x 26 x 15"" (66 x 66 x 38.1 cm)",
Impact,N,884396,2,Shape,Rectangular,
Impact,N,884396,3,Interior,Textured silver,
Impact,N,884396,4,Compatibility,"Strobes, LEDs and fluorescents. Hot lights up to 1,000W",
Impact,N,884396,5,Removable Front Face,Yes,
Impact,N,884396,6,Removable Interior Baffle,Yes,
Impact,N,884396,7,Accepts Grids,Yes,
Impact,N,884396,8,Requires Speed Ring,Yes,
Impact,N,884396,9,Weight,2.2 lb (1.0 kg),
Impact,N,884397,1,Dimensions,"40 x 40 x 20"" (102 x 102 x 51 cm)",
Impact,N,884397,2,Shape,Rectangular,
Impact,N,884397,3,Interior,Textured silver,
Impact,N,884397,4,Compatibility,"Strobes, LEDs and fluorescents. Hot lights up to 1,500W",
Impact,N,884397,5,Removable Front Face,Yes,
Impact,N,884397,6,Removable Interior Baffle,Yes,
Impact,N,884397,7,Accepts Grids,Yes,
Impact,N,884397,8,Requires Speed Ring,Yes,
Impact,N,884397,9,Weight,3.2 lb (1.4 kg),
Impact,N,884422,1,Dimensions,"24 x 32 x 20"" (61 x 81.3 x 51 cm)",
Impact,N,884422,2,Shape,Rectangular,
Impact,N,884422,3,Interior,Textured silver,
Impact,N,884422,4,Compatibility,"Strobes, LEDs and fluorescents. Hot lights up to 1,000W",
Impact,N,884422,5,Removable Front Face,Yes,
Impact,N,884422,6,Removable Interior Baffle,Yes,
Impact,N,884422,7,Accepts Grids,Yes,
Impact,N,884422,8,Requires Speed Ring,Yes,
Impact,N,884422,9,Weight,2.7 lb (1.2 kg),
Impact,N,884423,1,Dimensions,"36 x 48 x 21"" (91.4 x 122 x 53.3 cm)",
Impact,N,884423,2,Shape,Rectangular,
Impact,N,884423,3,Interior,Textured silver,
Impact,N,884423,4,Compatibility,"Strobes, LEDs and fluorescents. Hot lights up to 1,500W",
Impact,N,884423,5,Removable Front Face,Yes,
Impact,N,884423,6,Removable Interior Baffle,Yes,
Impact,N,884423,7,Accepts Grids,Yes,
Impact,N,884423,8,Requires Speed Ring,Yes,
Impact,N,884423,9,Weight,4.9 lb (2.2 kg),
Impact,N,884424,1,Dimensions,"54 x 72 x 28"" (137.2 x 183 x 71.1 cm)",
Impact,N,884424,2,Shape,Rectangular,
Impact,N,884424,3,Interior,Textured silver,
Impact,N,884424,4,Compatibility,"Strobes, LEDs and fluorescents. Hot lights up to 2,000W",
Impact,N,884424,5,Removable Front Face,Yes,
Impact,N,884424,6,Removable Interior Baffle,Yes,
Impact,N,884424,7,Accepts Grids,Yes,
Impact,N,884424,8,Requires Speed Ring,Yes,
Impact,N,884424,9,Weight,8.5 lb (3.8 kg),
Impact,N,884425,1,Dimensions,"54 x 72 x 28"" (137.2 x 183 x 71.1 cm)",
Impact,N,884425,2,Shape,Rectangular,
Impact,N,884425,3,Interior,White,
Impact,N,884425,4,Compatibility,Strobe (can be used with small fluorescent or LED fixtures) Not for use with hot lights,
Impact,N,884425,5,Removable Front Face,Yes,
Impact,N,884425,6,Removable Interior Baffle,Yes,
Impact,N,884425,7,Accepts Grids,Yes,
Impact,N,884425,8,Requires Speed Ring,Yes,
Impact,N,884425,9,Weight,8.5 lb (3.8 kg),
Impact,N,884426,1,Dimensions,"16 x 22 x 14"" (40.6 x 55.9 x 35.6 cm)",
Impact,N,884426,2,Shape,Rectangular,
Impact,N,884426,3,Interior,White,
Impact,N,884426,4,Compatibility,Strobe (can be used with small fluorescent or LED fixtures) Not for use with hot lights,
Impact,N,884426,5,Removable Front Face,Yes,
Impact,N,884426,6,Removable Interior Baffle,Yes,
Impact,N,884426,7,Accepts Grids,Yes,
Impact,N,884426,8,Requires Speed Ring,Yes,
Impact,N,884426,9,Weight,1.2 lb (544 g),
Impact,N,884429,1,Dimensions,"24 x 32 x 20"" (61 x 81.3 x 50.8 cm)",
Impact,N,884429,2,Shape,Rectangular,
Impact,N,884429,3,Interior,White,
Impact,N,884429,4,Compatibility,Strobe (can be used with small fluorescent or LED fixtures) Not for use with hot lights,
Impact,N,884429,5,Removable Front Face,Yes,
Impact,N,884429,6,Removable Interior Baffle,Yes,
Impact,N,884429,7,Accepts Grids,Yes,
Impact,N,884429,8,Requires Speed Ring,Yes,
Impact,N,884429,9,Weight,2 lb (907 g),
Impact,N,884431,1,Dimensions,"36 x 48 x 21"" (91.4 x 122 x 53.3 cm)",
Impact,N,884431,2,Shape,Rectangular,
Impact,N,884431,3,Interior,White,
Impact,N,884431,4,Compatibility,Strobe (can be used with small fluorescent or LED fixtures) Not for use with hot lights,
Impact,N,884431,5,Removable Front Face,Yes,
Impact,N,884431,6,Removable Interior Baffle,Yes,
Impact,N,884431,7,Accepts Grids,Yes,
Impact,N,884431,8,Requires Speed Ring,Yes,
Impact,N,884431,9,Weight,3.5 lb (1.6 kg),
Impact,N,884433,1,Dimensions,"12 x 16 x 11"" (30.5 x 40.6 x 30 cm)",
Impact,N,884433,2,Shape,Rectangular,
Impact,N,884433,3,Interior,White,
Impact,N,884433,4,Compatibility,Strobe (can be used with small fluorescent or LED fixtures) Not for use with hot lights,
Impact,N,884433,5,Removable Front Face,Yes,
